scenario,beta_hat
Treated post-trend,1.10030175644911
Treated post-trend,1.0515374784569365
Treated post-trend,1.0619998223838119
Treated post-trend,1.0748380734080363
Treated post-trend,1.089421266994628
Treated post-trend,1.0979742703512985
Treated post-trend,1.087571055898744
Treated post-trend,1.103051927900084
Treated post-trend,1.0914936158962336
Treated post-trend,1.088145698620991
Treated post-trend,1.0793825855971022
Treated post-trend,1.1344904199820633
Treated post-trend,1.0528511143198658
Treated post-trend,1.0825835454841268
Treated post-trend,1.1225964709735914
Treated post-trend,1.0789323343704327
Treated post-trend,1.115803532106282
Treated post-trend,1.082610858260627
Treated post-trend,1.0758461372620174
Treated post-trend,1.0635656632901547
Treated post-trend,1.0537819738111864
Treated post-trend,1.0363244197388934
Treated post-trend,1.0891376424980876
Treated post-trend,1.0119225885023184
Treated post-trend,1.0787420430427035
Treated post-trend,1.0971268638645981
Treated post-trend,1.0650405094091038
Treated post-trend,1.0912362650189977
Treated post-trend,1.1090121818538234
Treated post-trend,1.0565784807031957
Treated post-trend,1.074028265766196
Treated post-trend,1.0697485517420073
Treated post-trend,1.0915443771551931
Treated post-trend,1.0884826569238522
Treated post-trend,1.090585013916527
Treated post-trend,1.0345417384907833
Treated post-trend,1.0654309783035631
Treated post-trend,1.0910565902423235
Treated post-trend,1.071310467813512
Treated post-trend,1.0553676137156884
Treated post-trend,0.9968469048820005
Treated post-trend,1.0250064854933219
Treated post-trend,1.0913797510555563
Treated post-trend,1.0881335145854558
Treated post-trend,1.0331583129489137
Treated post-trend,1.116293865495528
Treated post-trend,1.07317343147877
Treated post-trend,1.0987476846863757
Treated post-trend,1.0738692275468475
Treated post-trend,1.0298413507613389
Treated post-trend,1.0525789645867911
Treated post-trend,1.0985547896793335
Treated post-trend,1.0817281592522392
Treated post-trend,1.089751957813093
Treated post-trend,1.1166133094221753
Treated post-trend,1.0523503226237816
Treated post-trend,1.0750831566660584
Treated post-trend,1.1041894028864487
Treated post-trend,1.0300536242923428
Treated post-trend,1.106475359722955
Treated post-trend,1.0719696554656977
Treated post-trend,1.054418813887001
Treated post-trend,1.0853900651157429
Treated post-trend,1.0738303125077069
Treated post-trend,1.0865159585093958
Treated post-trend,1.1136888035615469
Treated post-trend,1.0931859241100013
Treated post-trend,1.0235738669911965
Treated post-trend,1.038882452225841
Treated post-trend,1.0525966630188024
Treated post-trend,1.1192733085213737
Treated post-trend,1.078833897221247
Treated post-trend,1.0587514787099157
Treated post-trend,1.075323020467711
Treated post-trend,1.1071969002090891
Treated post-trend,1.078002666847112
Treated post-trend,1.0917589683692894
Treated post-trend,1.097251972856636
Treated post-trend,1.118896437393354
Treated post-trend,1.0672964900074633
Treated post-trend,1.0411690535286116
Treated post-trend,1.031628472078157
Treated post-trend,1.1024110046100772
Treated post-trend,1.0848729465480973
Treated post-trend,1.0719525602701048
Treated post-trend,1.0814637005084575
Treated post-trend,1.095415838396778
Treated post-trend,1.0672525246319458
Treated post-trend,1.0187690210117997
Treated post-trend,1.08835367943575
Treated post-trend,1.1265566251872074
Treated post-trend,1.0650417510322565
Treated post-trend,1.0900056773266606
Treated post-trend,1.0863774299068882
Treated post-trend,1.1016788001992808
Treated post-trend,1.0714742675613245
Treated post-trend,1.0951787457021074
Treated post-trend,1.0879934643028955
Treated post-trend,1.064421589465585
Treated post-trend,1.044610275441448
Treated post-trend,1.0679082505080875
Treated post-trend,1.0866712188530467
Treated post-trend,1.0470599439023305
Treated post-trend,1.0362504016676608
Treated post-trend,1.0978292709455035
Treated post-trend,1.0100133204448867
Treated post-trend,1.0976175419072156
Treated post-trend,1.1159965196951829
Treated post-trend,1.0414545952296874
Treated post-trend,1.05603768414365
Treated post-trend,1.0794935996485513
Treated post-trend,1.0611603466205164
Treated post-trend,1.074373143669155
Treated post-trend,1.0508088710992154
Treated post-trend,1.0840198309028155
Treated post-trend,1.0096383102540907
Treated post-trend,1.085937480969715
Treated post-trend,1.0501385961528082
Treated post-trend,1.0574217949631777
Treated post-trend,1.1027193846257441
Treated post-trend,1.0516243835205996
Treated post-trend,1.1161023365868483
Treated post-trend,1.0930766738558895
Treated post-trend,1.0748296289372696
Treated post-trend,1.0926096365679958
Treated post-trend,1.0938977456948829
Treated post-trend,1.10029007598046
Treated post-trend,1.071725588819261
Treated post-trend,1.0791859839806113
Treated post-trend,1.0641896526864258
Treated post-trend,1.143597540052983
Treated post-trend,1.068509446097339
Treated post-trend,1.0913368885663846
Treated post-trend,1.051102331175168
Treated post-trend,1.068457305070526
Treated post-trend,1.0482029554074934
Treated post-trend,1.0757195846999639
Treated post-trend,1.1133881015622165
Treated post-trend,1.0583058248068444
Treated post-trend,1.0793275537402047
